date, pm25, pm10, o3, no2, so2, co,location
2018-12-01, 130, 66, 19, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-02, 122, 56, 14, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-03, 98, 63, 14, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-04, 111, 54, 16, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-05, 92, 53, 14, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-06, 94, 63, 13, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-07, 114, 46, 3, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-08, 74, 54, 9, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-12-09, 91, 57, 14, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-10, 84, 62, 13, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-11, 104, 52, 8, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-12, 80, 65, 15, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-13, 78, 60, 15, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-14, 88, 64, 14, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-15, 92, 55, 15, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-16, 85, 49, 16, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-17, 75, 56, 16, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-18, 86, 81, 20, 26, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-19, 137, 106, 31, 28, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-20, 163, 85, 27, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-21, 154, 73, 24, 18, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-22, 137, 67, 15, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-23, 128, 71, 16, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-24, 124, 61, 16, 22, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-25, 127, 72, 19, 25, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-26, 149, 72, 19, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-27, 151, 74, 25, 25, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-28, 158, 38, 13, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-12-29, 95, 35, 14, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-12-30, 77, , , , , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-01, 49, 26, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-02, 46, 30, 9, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-03, 54, 23, 7, 7, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-04, 44, 28, 9, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-05, 52, 28, 8, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-06, 51, 34, 8, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-07, 61, 46, 6, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-08, 72, 39, 8, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-09, 69, 40, 7, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-10, 74, 27, 6, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-11, 54, 29, 8, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-12, 55, 26, 9, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-13, 55, 42, 8, 10, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-14, 74, 35, 7, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-15, 65, 41, 6, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-16, 70, 40, 2, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-17, 72, 29, 6, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-18, 58, 27, 8, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-19, 50, 35, 6, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-20, 58, 39, 6, 8, 2, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-21, 66, 37, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-22, 65, 42, 7, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-23, 68, 46, 6, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-24, 75, 43, 6, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-25, 67, 38, 5, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-26, 67, 40, 6, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-27, 69, 32, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-28, 56, 33, 5, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-29, 59, 37, 3, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-07-30, 65, 37, , 7, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-07-31, 67, 33, , , , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-01, 64, 37, 1, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-02, 71, 34, 9, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-03, 58, 30, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-04, 54, 26, 9, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-05, 54, 26, 6, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-06, 57, 35, 5, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-07, 62, 47, 12, 10, 3, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-08, 83, 44, 6, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-09, 61, 39, 9, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-10, 60, 30, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-11, 51, 28, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-12, 44, 39, 5, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-13, 54, 36, 7, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-14, 52, 35, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-15, 50, 41, 6, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-16, 52, 33, 7, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-17, 53, 24, 7, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-18, 35, 22, 8, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-19, 31, 32, 6, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-20, 45, 52, 7, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-21, 71, 50, 8, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-22, 68, 53, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-23, 75, 40, 5, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-24, 60, 33, 4, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-25, 56, 30, 4, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-26, 49, 35, 6, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-27, 57, 49, 8, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-28, 65, 53, 6, 7, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-29, 73, 34, 6, 6, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-08-30, 50, 38, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-08-31, 51, 41, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-01, 60, 37, 8, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-02, 54, 33, 9, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-03, 54, 27, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-04, 45, 42, 10, 10, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-05, 48, 46, 7, 9, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-06, 60, 48, 9, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-07, 65, 51, 8, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-08, 78, 56, 13, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-09, 98, 59, 18, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-10, 101, 39, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-11, 60, 45, 6, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-12, 63, 39, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-13, 60, 34, 4, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-14, 61, 34, 16, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-15, 57, 33, 15, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-16, 57, 34, 9, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-17, 55, 24, 12, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-18, 45, 24, 5, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-19, 43, 44, 13, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-20, 68, 55, 14, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-21, 82, 49, 19, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-22, 81, 41, 11, 13, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-23, 66, 44, 2, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-24, 69, 43, 14, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-25, 63, 32, 13, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-26, 53, 30, 10, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-27, 47, 39, 11, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-09-28, 61, 43, 18, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-29, 74, 39, 19, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-09-30, 57, 29, 9, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-01, 116, 51, 6, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-02, 115, 49, 13, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-03, 122, 38, 9, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-04, 76, 44, 9, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-05, 70, 52, 24, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-06, 100, 26, 13, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-07, 53, 43, 20, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-08, 75, 65, 23, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-04-09, 118, 71, 33, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-04-10, 130, 38, 17, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-11, 63, 31, 12, 5, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-12, 40, 28, 10, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-13, 42, 26, 11, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-14, 48, 25, 10, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-15, 46, 31, 21, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-16, 58, 23, 10, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-17, 50, 41, 29, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-18, 78, 28, 17, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-19, 58, 26, 10, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-20, 52, 27, 11, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-21, 58, 23, 10, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-22, 57, 38, 21, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-23, 67, 30, 10, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-24, 57, 39, 15, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-25, 68, 35, 9, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-26, 65, 33, 19, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-27, 64, 27, 3, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-28, 62, 31, 13, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-29, 68, 25, 3, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-04-30, 59, 18, 8, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-01, 38, 16, 6, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-02, 45, 29, 9, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-03, 61, 31, 13, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-04, 62, 25, 10, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-05, 50, 21, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-06, 47, 29, 16, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-07, 59, 36, 17, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-08, 64, 30, 10, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-09, 56, 28, 13, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-10, 53, 32, 5, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-11, 63, 42, 14, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-12, 80, 30, 15, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-13, 66, 29, 16, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-14, 60, 37, 12, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-05-15, 74, 25, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-16, 54, 20, 9, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-17, 49, 26, 6, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-18, 53, 28, 8, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-19, 59, 33, 16, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-20, 65, 35, 6, 15, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-21, 65, 38, 5, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-22, 78, 40, 16, 20, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-23, 82, 23, 8, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-24, 47, 25, 10, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-25, 52, 33, 7, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-05-26, 62, 28, 14, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-27, 56, 36, 13, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-28, 69, 23, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-29, 53, 24, 6, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-30, 46, 34, 12, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-05-31, 66, 31, 10, 5, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-01, 59, 29, 12, 4, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-02, 56, 24, 12, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-03, 48, 24, 15, 3, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-04, 47, 25, 9, 3, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-05, 50, 31, 11, 4, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-06, 60, 28, 7, 4, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-07, 55, 24, 7, 3, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-08, 45, 28, 5, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-09, 46, 23, 5, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-10, 50, 23, 6, , , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-11, 41, 21, 6, , , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-12, 38, 22, 6, , , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-13, 46, 26, 6, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-14, 49, 31, 6, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-15, 56, 33, 7, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-16, 58, 30, 10, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-17, 57, 36, 11, 5, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-18, 73, 39, 12, 3, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-19, 73, 24, 10, 2, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-20, 52, 27, 7, 1, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-21, 58, 44, 7, 5, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-22, 70, 49, 11, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-23, 76, 37, 10, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-24, 61, 25, 9, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-25, 51, 31, 5, 8, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-26, 63, 33, 2, 10, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-27, 61, 29, 10, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-06-28, 62, 37, 17, 12, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-29, 68, 29, 8, 7, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-06-30, 61, 23, 11, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-01, 91, 43, 20, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-02, 106, 57, 17, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-03, 132, 61, 20, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-04, 136, 66, 28, 26, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-05, 143, 57, 21, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-06, 135, 23, 10, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-07, 69, 22, 9, 9, 4, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-08, 60, 28, 10, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-09, 69, 23, 7, 14, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-10, 76, 59, 7, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-11, 122, 61, 12, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-12, 134, 67, 15, 23, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-13, 149, 65, 16, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-14, 147, 75, 16, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-15, 158, 77, 23, 29, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-16, 160, 89, 29, 31, 2, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-17, 173, 74, 20, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-18, 153, 76, 18, 28, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-19, 150, 73, 16, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-20, 147, 86, 22, 31, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-21, 165, 93, 23, 34, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-22, 176, 74, 19, 29, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-01-23, 161, 69, 12, 25, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-24, 157, 41, 10, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-25, 99, 28, 9, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-26, 79, 25, 8, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-27, 76, 26, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-28, 75, 27, 7, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-29, 79, 27, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-30, 81, 28, 6, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-01-31, 84, 48, 16, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-01, 120, 61, 16, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-02, 149, 67, 12, 18, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-03, 151, 72, 22, 19, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-04, 160, 73, 18, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-05, 162, 65, 22, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-06, 152, 84, 26, 30, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-07, 171, 72, 23, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-08, 162, 59, 19, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-09, 142, 56, 17, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-10, 135, 57, 14, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-11, 139, 68, 19, 17, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-12, 152, 64, 23, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-13, 149, 89, 35, 38, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-14, 170, 67, 31, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-15, 155, 57, 19, 14, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-16, 141, 55, 15, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-17, 138, 50, 18, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-18, 128, 45, 11, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-19, 119, 22, 7, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-20, 71, 29, 10, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-21, 84, 37, 11, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-22, 100, 41, 13, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-23, 108, 50, 17, 21, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-24, 126, 55, 15, 20, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-25, 128, 55, 22, 18, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-26, 143, 40, 11, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2018-02-27, 100, 46, 20, 16, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-02-28, 107, 35, 12, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-01, 83, 33, 10, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-02, 84, 23, 8, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-03, 66, 22, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-04, 62, 19, 9, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-05, 53, 23, 12, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-06, 61, 23, 9, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-07, 64, 36, 11, 12, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-03-08, 86, 37, 7, 13, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-09, 93, 60, 14, 20, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-03-10, 129, 70, 31, 24, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-03-11, 154, 81, 28, 27, 1, ,"Thonburi Power Sub-Station, Bangkok"
2018-03-12, 166, 52, 19, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-13, 123, 42, 14, 7, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-14, 94, 37, 12, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-15, 83, 34, 11, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-16, 72, 25, 10, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-17, 68, 19, 11, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-18, 63, 22, 9, 6, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-19, 60, 32, 17, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-20, 78, 36, 11, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-21, 78, 45, 12, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-22, 109, 53, 21, 18, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-23, 125, 58, 27, 19, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-24, 133, 51, 19, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-25, 104, 47, 15, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-26, 86, 51, 16, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-27, 115, 43, 13, 10, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-28, 92, 38, 13, 9, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-29, 85, 41, 12, 8, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-30, 87, 42, 9, 12, , ,"Thonburi Power Sub-Station, Bangkok"
2018-03-31, 88, 50, 9, 20, , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-01, 107, 31, 2, 17, , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-02, 89, 32, 3, 15, 1, ,"Thonburi Power Sub-Station, Bangkok"
2017-10-03, 90, 33, 4, 11, 1, ,"Thonburi Power Sub-Station, Bangkok"
2017-10-04, 84, 26, 7, 12, 1, ,"Thonburi Power Sub-Station, Bangkok"
2017-10-05, 84, 34, 3, 11, , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-06, 89, , , , , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-08, 111, 32, 13, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-09, 82, 37, 12, 16, , ,"Thonburi Power Sub-Station, Bangkok"
2017-10-10, 98, 26, 7, 12, , ,"Thonburi Power Sub-Station, Bangkok"
