date, pm25, pm10, o3, no2, so2, co
2023/1/12, 70, 37, 26, 14, , 
2023/1/13, 79, 27, 30, 8, , 
2023/1/14, 57, 35, 27, 5, , 
2023/1/15, 74, 42, 30, 15, , 
2023/1/16, 80, 44, 23, 12, , 
2023/1/17, 87, 45, 20, 10, , 
2023/1/18, 81, 43, 24, 12, , 
2023/1/19, 76, 52, 30, 14, 1, 
2023/1/20, 88, 129, 5, 15, 1, 
2023/1/21, 174, , , , , 
2023/1/26, 114, 65, 33, 21, , 
2023/1/27, 132, 43, 22, 13, , 
2023/1/28, 80, 53, 25, 11, , 
2023/1/29, 84, 61, 25, 13, , 
2023/1/30, 104, 76, 36, 15, 1, 
2023/1/31, 153, 88, 49, 23, 2, 
2023/2/1, 164, 91, 60, 22, 1, 
2023/2/2, 167, 56, 24, 9, , 
2023/2/3, 108, 33, 18, 4, , 
2023/2/4, 74, 31, 20, 5, , 
2023/2/5, 66, 33, 18, 8, , 
2023/2/6, 61, 29, 17, 6, , 
2023/2/7, 56, 33, 22, 6, , 
2023/2/8, 58, 27, 18, 4, , 
2023/2/9, 55, 26, 14, 5, , 
2023/2/10, 48, 23, 16, 3, , 
2023/2/11, 44, 25, 18, 3, , 
2023/2/12, 49, 30, 16, 5, , 
2023/2/13, 57, 29, 10, 7, , 
2023/2/14, 58, 37, 7, 9, , 
